id,role,payment_status,trade_completed,joined_at,read_at,user_id,group_board_id
405,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,11,72
406,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,164,72
407,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,56,72
408,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,182,72
409,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,29,72
410,L,PAID,1,2025.6.13 22:00,,4,73
411,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:00,126,73
412,P,UNPAID,0,2025.6.13 22:00,,88,73
413,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,48,74
414,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,174,74
415,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,96,74
416,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,12,74
417,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,159,74
418,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,31,74
419,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,199,74
420,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,77,74
421,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,136,74
422,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,6,74
423,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,111,74
424,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,184,74
425,L,PAID,1,2025.6.13 22:00,,25,75
426,P,UNPAID,0,2025.6.13 22:00,,152,75
427,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:00,82,75
428,P,UNPAID,0,2025.6.13 22:00,,44,75
429,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:00,106,75
430,P,UNPAID,0,2025.6.13 22:00,,196,75
431,P,UNPAID,0,2025.6.13 22:00,,64,75
432,P,UNPAID,0,2025.6.13 22:00,,123,75
433,P,UNPAID,0,2025.6.13 22:00,,17,75
434,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:00,148,75
435,P,UNPAID,0,2025.6.13 22:00,,53,75
436,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,19,76
437,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,169,76
438,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,95,76
439,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,43,76
440,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,122,76
441,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,190,76
442,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,66,76
443,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,141,76
444,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,25,77
445,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,114,77
446,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,59,77
447,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,187,77
448,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,3,77
449,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,146,77
450,L,PAID,1,2025.6.13 22:00,,33,78
451,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:00,160,78
452,P,UNPAID,0,2025.6.13 22:00,,80,78
453,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:00,125,78
454,P,UNPAID,0,2025.6.13 22:00,,21,78
455,L,PAID,1,2025.6.13 22:00,,191,79
456,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:00,104,79
457,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,151,80
458,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,73,80
459,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,197,80
460,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,27,80
461,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,120,80
462,L,PAID,1,2025.6.13 22:00,2025.6.13 22:00,119,81
463,P,PAID,0,2025.6.13 22:00,2025.6.13 22:00,52,81
464,L,PAID,1,2025.6.13 22:00,,14,82
465,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:00,143,82
466,P,UNPAID,0,2025.6.13 22:00,,76,82
467,L,PAID,1,2025.6.13 22:00,,78,83
468,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:00,194,83
469,P,UNPAID,0,2025.6.13 22:00,,30,83
470,L,PAID,1,2025.6.13 22:00,,99,84
471,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:00,15,84
472,L,PAID,1,2025.6.13 22:00,,143,85
473,P,UNPAID,0,2025.6.13 22:00,,171,85
474,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,58,85
475,P,UNPAID,0,2025.6.13 22:00,,80,85
476,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,102,85
477,L,PAID,1,2025.6.13 22:00,,19,86
478,P,UNPAID,0,2025.6.13 22:00,,140,86
479,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,17,86
480,P,UNPAID,0,2025.6.13 22:00,,186,86
481,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,167,86
482,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,161,87
483,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,165,87
484,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,99,87
485,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,191,87
486,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,58,87
487,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,7,87
488,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,114,87
489,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,189,87
490,L,PAID,1,2025.6.13 22:00,,14,88
491,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,17,88
492,P,UNPAID,0,2025.6.13 22:00,,65,88
493,P,UNPAID,0,2025.6.13 22:00,,103,88
494,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,30,88
495,P,UNPAID,0,2025.6.13 22:00,,132,88
496,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,181,88
497,L,PAID,1,2025.6.13 22:00,,79,89
498,P,UNPAID,0,2025.6.13 22:00,,138,89
499,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,115,89
500,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,187,89
501,P,UNPAID,0,2025.6.13 22:00,,171,89
502,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,116,90
503,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,112,90
504,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,114,90
505,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,58,90
506,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,185,90
507,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,44,90
508,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,115,91
509,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,167,91
510,L,PAID,1,2025.6.13 22:00,,14,92
511,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,102,92
512,P,UNPAID,0,2025.6.13 22:00,,133,92
513,L,PAID,1,2025.6.13 22:00,,13,93
514,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,103,93
515,P,UNPAID,0,2025.6.13 22:00,,62,93
516,P,UNPAID,0,2025.6.13 22:00,,124,93
517,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,133,93
518,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,44,93
519,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,88,93
520,P,UNPAID,0,2025.6.13 22:00,,78,93
521,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,191,93
522,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,191,94
523,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,58,94
524,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,106,94
525,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,130,94
526,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,167,94
527,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,17,94
528,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,132,95
529,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,114,95
530,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,141,95
531,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,7,95
532,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,14,95
533,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,25,96
534,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,181,96
535,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,167,96
536,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,159,96
537,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,142,96
538,L,PAID,1,2025.6.13 22:00,,15,97
539,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,17,97
540,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,154,97
541,P,UNPAID,0,2025.6.13 22:00,,48,97
542,P,UNPAID,0,2025.6.13 22:00,,118,97
543,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,99,97
544,P,UNPAID,0,2025.6.13 22:00,,50,97
545,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,13,98
546,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,171,98
547,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,30,98
548,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,174,98
549,L,PAID,1,2025.6.13 22:00,,151,99
550,P,UNPAID,0,2025.6.13 22:00,,171,99
551,L,PAID,1,2025.6.13 22:00,,13,100
552,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,185,100
553,P,UNPAID,0,2025.6.13 22:00,,67,100
554,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,137,100
555,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,37,100
556,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,138,101
557,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,49,101
558,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,99,101
559,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,159,101
560,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,114,101
561,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,180,101
562,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,102,101
563,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,154,101
564,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,112,101
565,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,162,101
566,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,28,101
567,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,40,101
568,L,PAID,1,2025.6.13 22:00,,189,102
569,P,UNPAID,0,2025.6.13 22:00,,129,102
570,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,119,102
571,P,UNPAID,0,2025.6.13 22:00,,16,102
572,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,101,102
573,P,UNPAID,0,2025.6.13 22:00,,111,102
574,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,153,103
575,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,49,103
576,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,149,103
577,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,167,103
578,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,58,103
579,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,141,103
580,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,102,103
581,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,40,103
582,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,101,103
583,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,122,103
584,L,PAID,1,2025.6.13 22:00,,16,104
585,P,UNPAID,0,2025.6.13 22:00,,128,104
586,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,156,104
587,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,151,104
588,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,99,104
589,P,UNPAID,0,2025.6.13 22:00,,103,104
590,L,PAID,1,2025.6.13 22:00,,138,105
591,P,UNPAID,0,2025.6.13 22:00,,194,105
592,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,155,105
593,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,121,105
594,P,UNPAID,0,2025.6.13 22:00,,128,105
595,P,UNPAID,0,2025.6.13 22:00,,151,105
596,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,191,105
597,P,UNPAID,0,2025.6.13 22:00,,136,105
598,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,122,105
599,L,PAID,1,2025.6.13 22:00,,109,106
600,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,183,106
601,P,UNPAID,0,2025.6.13 22:00,,88,106
602,L,PAID,1,2025.6.13 22:00,,49,107
603,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,156,107
604,L,PAID,1,2025.6.13 22:00,,171,108
605,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,125,108
606,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,181,108
607,P,UNPAID,0,2025.6.13 22:00,,41,108
608,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,120,108
609,P,UNPAID,0,2025.6.13 22:00,,88,108
610,P,UNPAID,0,2025.6.13 22:00,,151,108
611,L,PAID,1,2025.6.13 22:00,,13,109
612,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,22,109
613,P,UNPAID,0,2025.6.13 22:00,,118,109
614,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,191,109
615,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,154,109
616,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,123,109
617,P,UNPAID,0,2025.6.13 22:00,,194,109
618,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,15,110
619,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,149,110
620,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,167,110
621,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,154,110
622,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,124,110
623,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,17,110
624,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,181,110
625,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,7,110
626,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,143,110
627,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,89,110
628,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,14,110
629,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,189,110
630,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,168,110
631,L,PAID,1,2025.6.13 22:00,,185,111
632,P,UNPAID,0,2025.6.13 22:00,,19,111
633,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,31,111
634,P,UNPAID,0,2025.6.13 22:00,,128,111
635,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,154,111
636,P,UNPAID,0,2025.6.13 22:00,,150,111
637,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,17,111
638,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,31,112
639,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,191,112
640,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,185,112
641,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,169,112
642,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,149,112
643,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,58,112
644,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,99,112
645,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,140,112
646,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,196,112
647,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,151,113
648,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,7,113
649,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,102,113
650,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,17,113
651,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,122,113
652,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,120,113
653,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,143,114
654,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,153,114
655,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,192,114
656,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,130,114
657,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,49,114
658,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,17,114
659,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,197,114
660,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,167,114
661,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,85,114
662,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,134,114
663,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,138,115
664,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,114,115
665,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,115,115
666,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,145,115
667,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,38,115
668,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,49,115
669,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,164,115
670,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,58,115
671,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,123,115
672,L,PAID,1,2025.6.13 22:00,,109,116
673,P,UNPAID,0,2025.6.13 22:00,,133,116
674,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,21,116
675,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,191,116
676,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,138,117
677,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,159,117
678,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,133,117
679,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,154,117
680,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,28,117
681,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,91,117
682,L,PAID,1,2025.6.13 22:00,,119,118
683,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,17,118
684,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,167,118
685,P,UNPAID,0,2025.6.13 22:00,,32,118
686,P,UNPAID,0,2025.6.13 22:00,,46,118
687,P,UNPAID,0,2025.6.13 22:00,,147,118
688,P,UNPAID,0,2025.6.13 22:00,,142,118
689,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,58,118
690,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,130,118
691,P,UNPAID,0,2025.6.13 22:00,,118,118
692,P,UNPAID,0,2025.6.13 22:00,,128,118
693,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,185,119
694,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,123,119
695,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,159,119
696,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,102,119
697,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,99,119
698,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,20,119
699,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,55,119
700,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,184,119
701,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,48,120
702,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,191,120
703,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,130,120
704,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,55,120
705,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,17,120
706,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,173,120
707,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,154,120
708,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,102,120
709,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,125,120
710,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,191,121
711,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,99,121
712,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,167,121
713,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,172,121
714,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,161,121
715,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,145,121
716,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,130,121
717,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,155,121
718,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,160,121
719,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,138,121
720,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,149,121
721,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,114,121
722,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,119,121
723,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,64,121
724,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,135,121
725,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,151,122
726,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,191,122
727,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,123,122
728,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,7,122
729,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,130,122
730,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,17,122
731,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,6,122
732,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,170,122
733,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,154,122
734,L,PAID,1,2025.6.13 22:00,,132,123
735,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,199,123
736,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,114,123
737,P,UNPAID,0,2025.6.13 22:00,,151,123
738,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,102,123
739,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,167,123
740,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,103,123
741,L,PAID,1,2025.6.13 22:00,,119,124
742,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,183,124
743,P,UNPAID,0,2025.6.13 22:00,,89,124
744,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,153,124
745,P,UNPAID,0,2025.6.13 22:00,,9,124
746,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,117,124
747,P,UNPAID,0,2025.6.13 22:00,,150,124
748,P,UNPAID,0,2025.6.13 22:00,,31,124
749,L,PAID,1,2025.6.13 22:00,,19,125
750,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,161,125
751,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,185,125
752,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,191,125
753,P,UNPAID,0,2025.6.13 22:00,,181,125
754,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,189,126
755,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,154,126
756,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,172,126
757,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,19,126
758,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,159,126
759,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,16,126
760,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,55,126
761,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,81,126
762,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,6,126
763,L,PAID,1,2025.6.13 22:00,,132,127
764,P,UNPAID,0,2025.6.13 22:00,,1,127
765,P,UNPAID,0,2025.6.13 22:00,,77,127
766,P,UNPAID,0,2025.6.13 22:00,,34,127
767,L,PAID,1,2025.6.13 22:00,,153,128
768,P,UNPAID,0,2025.6.13 22:00,,128,128
769,P,UNPAID,0,2025.6.13 22:00,,192,128
770,P,UNPAID,0,2025.6.13 22:00,,124,128
771,P,UNPAID,0,2025.6.13 22:00,,162,128
772,P,UNPAID,0,2025.6.13 22:00,,54,128
773,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,78,129
774,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,185,129
775,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,183,129
776,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,22,129
777,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,163,130
778,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,113,130
779,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,13,130
780,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,91,130
781,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,57,130
782,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,96,130
783,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,7,130
784,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,200,130
785,L,PAID,1,2025.6.13 22:00,,199,131
786,P,UNPAID,0,2025.6.13 22:00,,62,131
787,P,UNPAID,0,2025.6.13 22:00,,59,131
788,P,UNPAID,0,2025.6.13 22:00,,29,131
789,P,UNPAID,0,2025.6.13 22:00,,7,131
790,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,14,132
791,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,167,132
792,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,100,132
793,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,45,132
794,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,189,132
795,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,119,133
796,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,23,133
797,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,128,133
798,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,194,133
799,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,18,133
800,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,161,133
801,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,119,134
802,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,66,134
803,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,48,134
804,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,37,134
805,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,23,134
806,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,160,134
807,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,43,134
808,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,53,134
809,L,PAID,1,2025.6.13 22:00,,138,135
810,P,UNPAID,0,2025.6.13 22:00,,20,135
811,P,UNPAID,0,2025.6.13 22:00,,195,135
812,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,130,136
